id	signatuur	aantal_teksten	datering
TDRA000000010801	PARTICULIERE COLLECTIE (Duitsland) : z.s.	1	1460/1470
TDRA000000012970	Olim DE CHARNACÉ : z.s.	1	
TDRA000000008928	NEW YORK, BM : 11502-11505	1	1521
TDRA000000012958	WROCLAW, BK : 716	7	1472
TDRA000000004690	BALTIMORE, WAG : W. 167	9	1450/1500
TDRA000000010183	EDINBURGH, NLS : Acc. 4118	1	1499
TDRA000000008243	VON RADOWITZ (Karlsruhe) : z.s.	3	
TDRA000000005015	KEULEN, HA : W 1	1	
TDRA000000005773	VAN DER LANDE (Diepenveen) : z.s.	1	1420
TDRA000000003302	'S-GRAVENHAGE, KB : 74 G 34	1	1425
TDRA000000012227	Olim VAN VOORST (Amsterdam) : Cat. 1860, nr. 193	1	1561
TDRA000000005983	DE VRIES (Fribourg) : 2	12	
TDRA000000011048	BALTIMORE, WAG : W. 440	1	1490/1500
TDRA000000006520	WENEN, ONB : 1987	1	1460
TDRA000000005029	KEULEN, HA : W Duod. 48	1	
TDRA000000005997	LUIK, BPAM : Section historique 6 L 31	8	1510
TDRA000000007158	BERLIJN, SKB : 0079	1	
TDRA000000005968	UTRECHT, UB : 5 J 27	11	1425/1475
TDRA000000004486	OXFORD, BL : Douce 248	7	1440/1470
TDRA000000011935	Olim CHRISTIE'S (Londen) : Cat. 1987-12-02, nr.41	1	1450/1500
TDRA000000000186	GENT, UB : 1269	3	1470/1475
TDRA000000000192	GENT, UB : 1305	15	1450/1475
TDRA000000010381	BORNEM, SBA : 9	1	1524
TDRA000000004492	OXFORD, BL : Douce 93	1	1470
TDRA000000014802	LEIDEN, UB : BPL 2379	1	1475/1500
TDRA000000008581	GREIFSWALD, UB : Nd. Oct. 20	1	1500/1550
TDRA000000005933	GRONINGEN, UB : Add. 274	1	1515
TDRA000000006590	MAGGS Bros. (Londen) : Cat. 1975	1	
TDRA000000013823	Olim HERTZBERGER (Amsterdam) : z.s.	1	1520
TDRA000000007665	AMSTERDAM, UB : VIII D 7	1	14??
TDRA000000011007	Olim THOMPSON (Londen) : 12	1	1480
TDRA000000011761	Olim CLAES (Antwerpen) : U 7	1	1480/1485
TDRA000000003365	'S-GRAVENHAGE, KB : 133 H 1	8	1450/1500
TDRA000000015507	BRUSSEL, KB : IV 285	6	1510
TDRA000000003371	'S-GRAVENHAGE, KB : 131 H 5	1	1475/1500
TDRA000000006209	Olim LEUVEN, UB : 219 (verloren)	1	1480
TDRA000000007671	AMSTERDAM, UB : XI H 14	1	15??
TDRA000000004378	LONDEN, BL : Add. 17467	2	
TDRA000000012532	ASCHAFFENBURG, HB : 9	1	1530/1531
TDRA000000002047	DRESDEN, SL : M 292	7	1425/1475
TDRA000000009112	FULDA, LB : Aa 132	9	1400/1450
TDRA000000011985	DUNEDIN, PL : 180	1	1425/1450
TDRA000000016026	Olim STRAUS (New York) : 8	1	1490
TDRA000000011749	DARMSTADT, HLHB : 960	1	1500
TDRA000000006235	LEUVEN, UB : A 2	1	
TDRA000000008218	'S-GRAVENHAGE, KB : 128 G 31	1	1475/1500
TDRA000000011991	SAN MARINO, HL : HM 1086	1	1425/1475
TDRA000000002053	ERFURT, UB : Dep. Erf. CA Oct. 35	1	1350/1400
TDRA000000004813	DARMSTADT, HLHB : 1850	1	
TDRA000000015922	CAMBRIDGE, FM : 136	1	14??
TDRA000000000308	GENT, UB : 3007	2	1450/1500
TDRA000000005270	TILBURG, TF : TFK HS 9	2	1450
TDRA000000014369	NEW YORK, PL : 74	1	14??
TDRA000000016218	DETROIT, IA : 27.365	1	1470
TDRA000000006023	ZÜRICH, ZB : C 142	12	1480
TDRA000000004634	KOPENHAGEN, KB : NKS 1031 Oct.	30	1470/1490
TDRA000000002523	SINT-PETERSBURG, MS : 14036	1	1425/1475
TDRA000000006745	'S-GRAVENHAGE, KB : 79 K 10	24	1395
TDRA000000010133	CANTERBURY, CATHEDRAL : Add. 128/50	1	14??
TDRA000000002537	ROSTOCK, UB : Theol. 24 Oct.	3	1460
TDRA000000006802	NEW YORK, MMA : Lehmann 72	1	
TDRA000000004973	UTRECHT, MCC : ABM 37	4	1500
TDRA000000001823	BRUSSEL, KB : IV 750	2	1325/1375
TDRA000000006194	WENEN, ONB : 2726	1	1450
TDRA000000010090	LONDEN, LS : 2	1	14??
TDRA000000003952	BRUSSEL, KB : 19588	51	14??
TDRA000000004797	DARMSTADT, HLHB : 192	1	1500
TDRA000000013200	GRAZ, UB : 530	1	1400
TDRA000000008620	CAMBRIDGE, UL : Ff 6.8	1	1400/1415
TDRA000000007513	PROOST (Amsterdam) : 1	14	
TDRA000000001162	UTRECHT, UB : Cat. 1037	7	1430
TDRA000000006619	BALTIMORE, WAG : W. 240	1	1455/1460
TDRA000000004768	DARMSTADT, HLHB : 968	1	
TDRA000000002319	ZWOLLE, HCO : Emmanuelshuizen 12	1	1475/1500
TDRA000000009264	OXFORD, BL : Canonici Liturg. 116	1	1400/1405
TDRA000000000526	TILBURG, UB : KHS 11	25	1475/1500
TDRA000000004740	DARMSTADT, HLHB : 1851	1	1500
TDRA000000012122	BARCELONA, BLG : 683	1	1475/1500
TDRA000000003991	BRUSSEL, KB : 22012	8	1552/1553
TDRA000000003749	BRUSSEL, KB : 4603	17	1460
TDRA000000009502	AMSTERDAM, BPH : BPH 41	1	1510
TDRA000000003985	BRUSSEL, KB : 21951	1	14??
TDRA000000014221	BASEL, OK : U IX 31	1	
TDRA000000004754	DARMSTADT, HLHB : 1824	1	
TDRA000000009927	PLYMOUTH, CMAG : C1/S37/10	1	1400/1450
TDRA000000008387	PRINCETON, UL : Garrett 135	1	1500
TDRA000000009933	SAFFRON WALDEN, TL : E.1103/3475	1	1400/1425
TDRA000000002696	'S-GRAVENHAGE, KB : 71 H 60	7	1475/1550
TDRA000000003588	'S-GRAVENHAGE, KB : 133 G 1	9	1450/1500
TDRA000000007936	BRUSSEL, KB : IV 746	1	
TDRA000000006382	NIJMEGEN, JBB : 5000 C 112	1	
TDRA000000010286	MODENA, BE : Lat. 825	1	1500/1525
TDRA000000013764	BRUSSEL, KB : 5010	1	15??
TDRA000000005106	KEULEN, HA : GB Oct. 190	1	
TDRA000000001360	LEIDEN, UB : LTK 332	7	1500/15??
TDRA000000005660	BRUGGE, SB : 325	14	14??
TDRA000000001374	LEIDEN, UB : LTK 348	74	1450/1500
TDRA000000010279	PADUA, BCA : A 72	1	1500/1525
TDRA000000013980	AMSTERDAM, UB : BH 686	1	1475/1500
TDRA000000009072	Olim FORUM (Utrecht) : Cat. 103, nr. 1	1	1480
TDRA000000002899	BERLIJN, SBB-PK : Germ. Fol. 751 (10)	1	14??
TDRA000000002641	'S-GRAVENHAGE, KB : 135 E 18	18	1480
TDRA000000006340	Olim LEUVEN, UB : D 362 (verloren)	1	
TDRA000000009073	Olim FORUM (Utrecht) : Cat. 103, nr. 2	1	1480
TDRA000000007738	HEIDELBERG, UB : Trübner 141	8	1460
TDRA000000001349	LEIDEN, UB : LTK 320	16	1500/1525
TDRA000000012453	Olim ARENBERG : 16	1	
TDRA000000013981	AMSTERDAM, UB : BH 715	1	1470
TDRA000000014036	ROSEMAN (Cleveland Heights) : 9	1	1435
TDRA000000009067	HAUSWEDELL & NOLTE : Cat. 278 (1989-11-29/30), nr. 2084	1	1460/1470
TDRA000000004543	LONDEN, BL : Egerton 2125	1	1500/1525
TDRA000000007062	OUDENAARDE, BERNARDIJNEN : z.s.	1	15??
TDRA000000001375	LEIDEN, UB : LTK 349	15	1400/1450
TDRA000000002668	'S-GRAVENHAGE, KB : 135 E 45	2	1490
TDRA000000005661	BRUGGE, SB : 326	6	1450/1460
TDRA000000008345	ANTWERPEN, MPM : 8-334	5	1450/1500
TDRA000000016190	Olim VANDER MYLL : Cat. 1731, 4° nr. 194	1	
TDRA000000005852	BOSTON, PL : q. Med. 172	9	1470/1490
TDRA000000007923	RIJSEL, BM : 43	8	14??
TDRA000000010287	TRENTE, BC : 1761, 128	1	1500/1525
TDRA000000006397	NIJMEGEN, JBB : 5000 PB 50	1	
TDRA000000009932	SAFFRON WALDEN, TL : E.1101/3473	1	1400/1425
TDRA000000009926	PETERBOROUGH, MAG : 5	1	1425/1475
TDRA000000000902	LEIDEN, UB : LTK 271	9	1501
TDRA000000014977	Olim OEGSTGEEST, DUINZICHT : 2 (BNM)	1	
TDRA000000014220	Olim SCHINKEL ('s-Gravenhage) : Cat. 1864, nr. 38	1	14??
TDRA000000010046	NEW HAVEN, YUBL : 218	1	1470
TDRA000000009271	MODENA, BE : Lat. 805	1	1400/1425
TDRA000000006142	MÜNSTER, UB : 754	1	
TDRA000000004755	DARMSTADT, HLHB : 1933	1	
TDRA000000012123	BARCELONA, BLG : z.s.	1	14??/15??
TDRA000000000527	TILBURG, UB : KHS 12	9	1425/1450
TDRA000000009265	OXFORD, UC : 5	1	1400/1425
TDRA000000006156	CHICAGO, AI : 15.534	1	1425/1475
TDRA000000003748	BRUSSEL, KB : 4584	8	14??
TDRA000000006618	BALTIMORE, WAG : W. 220	1	1450/1455
TDRA000000003006	BERLIJN, SBB-PK : Germ. Oct. 8	7	14??
TDRA000000008147	PHILADELPHIA, FL : Lewis European 217	4	1550
TDRA000000001163	UTRECHT, UB : Cat. 1038	8	1485/1495
TDRA000000012692	Olim DURRIEU (Parijs) : z.s.	1	1400/1492
TDRA000000006195	WENEN, ONB : Series Nova 13236	6	1485
TDRA000000002495	WENEN, ONB : Series Nova 12714	1	
TDRA000000006803	NEW YORK, MMA : Lehmann 20	1	
TDRA000000004972	UTRECHT, MCC : ABM 36	11	1450/1500
TDRA000000006750	BERLIJN, KK : 1755	1	
TDRA000000002244	AMSTERDAM, UB : I G 35	8	
TDRA000000006022	ZÜRICH, ZB : C 137	15	1470
TDRA000000010126	AMPLEFORTH ABBEY : 277	1	1400/1425
TDRA000000014368	NEW YORK, PL : 72	1	14??
TDRA000000005517	STRAATSBURG, BNU : 158	1	
TDRA000000015704	Olim HAARLEM, BM : Olim 6125	1	1475/1500
TDRA000000015062	WALTON (Covington, Virginia, USA) : A 2089	1	1464
TDRA000000005271	TILBURG, TF : TFK HS 10	8	1490/1500
TDRA000000003833	BRUSSEL, KB : 11792	1	14??
TDRA000000000484	UTRECHT, MCC : BMH 64	8	1456
TDRA000000002287	AMSTERDAM, UB : I G 53	6	1465/1470
TDRA000000015923	CAMBRIDGE, FM : 137	26	1470/1480
TDRA000000006787	KRAKOW, MN : Czart. 3025	1	1475/1525
TDRA000000004806	DARMSTADT, HLHB : 1928	1	
TDRA000000004812	DARMSTADT, HLHB : 1883	1	
TDRA000000008219	'S-GRAVENHAGE, KB : 74 G 32	1	1500
TDRA000000007880	GENT, UB : 901	21	1517/1518
TDRA000000010324	NOVA RICE, PREMONSTRATENZERS : 10	1	1480
TDRA000000011984	PARTICULIERE COLLECTIE (Nieuw Zeeland) : Wellington, Paramata Collection I	1	1475/1500
TDRA000000002046	DRESDEN, SL : M 291	20	1500
TDRA000000008225	ANTWERPEN, RG : s.o.	3	
TDRA000000003370	'S-GRAVENHAGE, KB : 131 H 4	34	1470/1490
TDRA000000004379	LONDEN, BL : Add. 17445	10	
TDRA000000015274	PHILADELPHIA, FL : 4	1	1502/1503
TDRA000000002708	'S-GRAVENHAGE, KB : 72 J 8	34	1437
TDRA000000007670	AMSTERDAM, UB : XI H 4	1	15??
TDRA000000007664	AMSTERDAM, UB : VIII D 5	1	14??
TDRA000000005073	KEULEN, HA : W Oct. 377	1	
TDRA000000015506	Olim MULLER (Amsterdam) : Cat. 1906-04-3/6, nr. 37	1	1500/1525
TDRA000000005715	KAAPSTAD, NLSA : Grey 3 a 15	1	1420/1440
TDRA000000003364	'S-GRAVENHAGE, KB : 133 E 26	7	1450/1500
TDRA000000008231	LONDEN, GL : 1365	7	1450/1500
TDRA000000011760	Olim CLAES (Antwerpen) : U 3	1	1425/1475
TDRA000000004386	LONDEN, BL : Add. 19917	8	1500
TDRA000000014817	Olim ZUIDNEDERLANDSCH ANTIQUARIAAT ('s-Hertogenbosch) : z.s.	1	1480
TDRA000000008594	LONDEN, BL : Harley 2966	1	1400/1415
TDRA000000000860	LEIDEN, UB : LTK 218	15	1450/1500
TDRA000000005918	BUM (Cottbus) : z.s.	1	
TDRA000000011979	DUNEDIN, PL : Reed Fragment Collection 87	1	1425/1475
TDRA000000000874	LEIDEN, UB : LTK 239	3	1450/1500
TDRA000000008596	NEW YORK, PML : 259	1	1400/1415
TDRA000000004384	LONDEN, BL : Add. 17526	5	1500/1525
TDRA000000012280	OXFORD, BL : Liturg. 232	1	14??
TDRA000000011789	CHICAGO, NL : 58	1	1460
TDRA000000003399	'S-GRAVENHAGE, KB : 133 E 25	1	1450/1500
TDRA000000005930	LEEUWARDEN, FM : Stamnr. 2451	1	
TDRA000000004390	LONDEN, BL : Add. 20859	7	1498/1519
TDRA000000007841	EDINBURGH, UL : Laing 35	4	1530
TDRA000000016019	OSWALD (New York) : 26	1	1475/1500
TDRA000000011762	Olim CLAES (Antwerpen) : U 8	1	1514
TDRA000000004409	LONDEN, BL : Add. 29728	17	
TDRA000000005717	KAAPSTAD, NLSA : Grey 3 b 6	2	15??
TDRA000000015504	STUTTGART, WLB : Brev. 62	1	1450/1500
TDRA000000003400	'S-GRAVENHAGE, KB : 133 D 9	1	1450/1500
TDRA000000007666	AMSTERDAM, UB : VIII D 17	1	15??
TDRA000000016025	Olim STRAUS (New York) : 5	1	1510
TDRA000000006236	LEUVEN, UB : 2	19	1425/1435
TDRA000000007128	BRUSSEL, KB : 10776	1	14??
TDRA000000011992	SAN MARINO, HL : HM 1087	1	1425/1475
TDRA000000016031	WENEN, ONB : 3014	1	
TDRA000000010326	LUIK, UB : 366 A	7	15??
TDRA000000014140	Olim DE VRIES (Amsterdam) : z.s.	1	1520
TDRA000000004804	DARMSTADT, HLHB : 1849	1	1540
TDRA000000006975	POMMERSFELDEN, GSS : 344	1	1478
TDRA000000006961	OLDENBURG, LB : Cim. I 79	13	1447
TDRA000000004810	DARMSTADT, HLHB : 2692	1	1560
TDRA000000000486	UTRECHT, MCC : BMH 66	9	1475/1500
TDRA000000010695	WENEN, ONB : 1979	1	1520/1530
TDRA000000008964	PHILADELPHIA, FL : Lewis European 182	1	1470
TDRA000000006791	LONDEN, BL : Add. 54782	1	
TDRA000000006785	TENSCHERT (Rotthalmünster) : Cat. 27/1991, nr. 16	1	1480/1490
TDRA000000015921	BRUSSEL, PK : S V 81636-48	1	14??
TDRA000000000479	UTRECHT, MCC : BMH 59	11	14??
TDRA000000006008	ROME, BCA : 479	14	1475/1500
TDRA000000004179	BRUSSEL, KB : II 5574	1	1500
TDRA000000003602	'S-GRAVENHAGE, KB : 74 H 45	7	1470
TDRA000000005273	Tilburg, TF : TFK 12	13	1500
TDRA000000015060	WALTON (Covington, Virginia, USA) : A 1807	1	1470
TDRA000000012069	SINT-PETERSBURG, BSS : Goll. F.XIV, 2	10	1560/1580
TDRA000000014418	LEUVEN, UB : G 6	1	
TDRA000000009307	Olim MÜNSTER, VGAW : 278	2	1480/1500
TDRA000000006034	KARLSRUHE, BLB : 1307	10	14??
TDRA000000006752	BOLOGNA, BU : 1138	1	1425/1450
TDRA000000010130	BRIGHTON, PL : 6	1	1425/1475
TDRA000000002520	SINT-PETERSBURG, BSS : Goll. O.I, 1	1	1500
TDRA000000006020	WÜRZBURG, UB : M.ch.q. 144	57	1479
TDRA000000016233	WEIMAR, HAAB : Oct. 73	1	
TDRA000000004637	KOPENHAGEN, KB : Fabricius 98	1	
TDRA000000004970	Olim UTRECHT, ABM : 33 (verloren)	7	1465
TDRA000000006801	NEW YORK, HS : B 251	1	
TDRA000000009298	KOPENHAGEN, KB : NKS 132 Qu.	1	1440/1445
TDRA000000004964	UTRECHT, MCC : ABM 28	1	15??
TDRA000000015869	LONDEN, BL : s.o.	1	
TDRA000000006183	OXFORD, SHC : z.s.	3	1480/1490
TDRA000000015841	Olim VAN VOORST (Amsterdam) : Cat. 1860, nr. 202	1	
TDRA000000004794	DARMSTADT, HLHB : 1841	1	
TDRA000000004958	UTRECHT, MCC : ABM 22	1	1470
TDRA000000015855	Olim KRAUS (New York) : Cat. 159 (1981), nr. 14	1	1430
TDRA000000001820	BRUSSEL, KB : IV 736	12	1510
TDRA000000006197	Olim LEUVEN, UB : 10 (verloren)	1	
TDRA000000008151	Olim MAASTRICHT, MINDERBROEDERS : 2	2	1400/1450
TDRA000000010078	NEW HAVEN, YUBL : 434	1	1475
TDRA000000009529	AMSTERDAM, BPH : 68	1	14??
TDRA000000015114	AMSTERDAM, RPK : z.s.	1	14??
TDRA000000003776	BRUSSEL, KB : 5620-25	31	15??
TDRA000000003010	BERLIJN, SBB-PK : Germ. Oct. 48	1	
TDRA000000006168	SINT-PETERSBURG, BSS : Deutsch O.v.N, 1 2 Fol.	1	
TDRA000000008145	KASSEL, UB-LMB : Theol. Oct. 31	1	
TDRA000000004757	DARMSTADT, HLHB : 1902	1	
TDRA000000000531	TILBURG, UB : KHS 20	27	1500/1525
TDRA000000010044	NEW HAVEN, YUBL : 190	1	1450/1475
TDRA000000003986	BRUSSEL, KB : 21953	38	1450/1500
TDRA000000003992	BRUSSEL, KB : 21975	1	15??
TDRA000000009267	CAMBRIDGE, SSC : 117	1	1430/1440
TDRA000000000525	TILBURG, UB : KHS 10	5	1475/1500
TDRA000000004743	DARMSTADT, HLHB : 1908	1	
TDRA000000012121	BARCELONA, BLG : 410	1	1450/1500
TDRA000000009930	RIPON, CATHEDRAL : 9	1	1350/1400
TDRA000000008390	Olim SCHARPÉ (Leuven) : z.s	1	1566
TDRA000000005878	PARTICULIERE COLLECTIE (Frankrijk) : z.s.	1	1425/1430
TDRA000000009924	PARTRIDGE GREEN, SHC : ee.7	1	1400/1425
TDRA000000007909	BRUSSEL, KB : IV 502	1	1460
TDRA000000007921	BRUSSEL, KB : IV 456	1	1488
TDRA000000013940	Olim WITTEM, REDEMPTORISTEN : II C 1	1	1516
TDRA000000009918	STONYHURST, GC : 70	1	1400/1415
TDRA000000008435	MAKER, VON (Irvington) : z.s.	1	1490/1510
TDRA000000002118	GRONINGEN, UB : 405	26	1339/1341
TDRA000000004569	OXFORD, KC : 79	1	1475/1500
TDRA000000008353	HANOVER, DCL : Cat. 21	1	1480
TDRA000000007060	GLASGOW, UL : Euing 7	1	
TDRA000000008347	BRUGGE, SJH : z.s.	4	1491
TDRA000000005663	BRUGGE, SB : 334	17	14??
TDRA000000010246	NORWICH, CM : 181.27	1	1475/1500
TDRA000000008409	OXFORD, BL : Douce 381 (78-88)	1	
TDRA000000009071	PARTICULIERE COLLECTIE : z.s.	5	1300
TDRA000000005887	Olim KRAUS (New York) : z.s.	1	1490/1495
TDRA000000010252	MODENA, BE : Lat. 1049	1	1460/1470
TDRA000000013983	Olim DE JONGHE : Cat. 1866 nr. 262	1	14??
TDRA000000005886	PARTICULIERE COLLECTIE (Verenigde Staten) : z.s.	1	1460
TDRA000000004540	LONDEN, BL : Egerton 677	25	1430
TDRA000000012444	DUBUQUE, LC : 18	1	14??
TDRA000000010253	VENETIE, BC : V, 54	1	1475/1500
TDRA000000012450	PARIJS, BN : Nouv. acq. Lat. 3112	1	1425/1450
TDRA000000004232	CAMBRIDGE, UL : Dd 12.25	2	1350/1140
TDRA000000004554	ETON, EC : 265	1	1475/1525
TDRA000000005662	BRUGGE, SB : 327	25	14??/15??
TDRA000000005845	LOS ANGELES, PGM : Ludwig IX 10	1	1461
TDRA000000009919	STONYHURST, GC : 73	1	1450/1500
TDRA000000013941	Olim CLAES (Antwerpen) : U 2	1	1425/1450
TDRA000000007920	RIJSEL, BM : Olim 68	4	14??
TDRA000000005879	PARTICULIERE COLLECTIE (Verenigde Staten) : z.s.	1	1430
TDRA000000009925	PARTRIDGE GREEN, SHC : ee.8	1	1400/1450
TDRA000000013969	TOLEDO, KATHEDRAAL : 34.71	1	1450/1460
TDRA000000009500	AMSTERDAM, BPH : BPH 40	1	1522/1523
TDRA000000004024	BRUSSEL, KB : II 469	19	1430/1460
TDRA000000012120	BARCELONA, BLG : 364	1	14??
TDRA000000014551	UTRECHT, MCC : ABM 9	1	
TDRA000000006155	CHANTILLY, MC : 1284	1	1410/1415
TDRA000000000530	TILBURG, UB : KHS 14	4	1500/1530
TDRA000000004756	DARMSTADT, HLHB : 247	1	
TDRA000000010045	BOSTON, PL : q. Med. 137	1	1470/1480
TDRA000000015115	AMSTERDAM, RPK : 155 H h	1	1500
TDRA000000001160	UTRECHT, UB : Cat. 1035	19	15??/16??
TDRA000000011373	WEERT, GM : CMW 43	1	1460/1480
TDRA000000008622	OXFORD, BL : Rawlinson Liturg. e 32	1	1400/1415
TDRA000000007511	ASSEN, DM : H 1855-8	9	1435/1440
TDRA000000008144	KASSEL, UB-LMB : Theol. Oct. 13	1	1460
TDRA000000003011	BERLIJN, SBB-PK : Germ. Oct. 55	1	
TDRA000000015667	Olim VAN VOORST (Amsterdam) : Cat. 1860, nr. 174	1	1500
TDRA000000008150	KRAKOW, MN : Czart. 2947	1	1500/1550
TDRA000000007263	HEIDELBERG, UB : Salem VII 4d	26	1500
TDRA000000011367	Olim KENSINGTON PALACE, LDS : Dutch 4	1	1470/1480
TDRA000000003763	BRUSSEL, KB : 4919	43	14??
TDRA000000002496	WENEN, ONB : Series Nova 12715	6	1470
TDRA000000006196	PARTICULIERE COLLECTIE (Duitsland) : z.s.	1	1470/1480
TDRA000000007288	STOCKHOLM, KB : A 91	3	14??
TDRA000000004781	DARMSTADT, HLHB : 2274	5	1439
TDRA000000012691	ROSEN (Rockelstad) : z.s.	1	1450/1475
TDRA000000004965	UTRECHT, MCC : ABM 30	1	14??
TDRA000000004971	UTRECHT, MCC : ABM 35	15	1470/1490
TDRA000000006800	MÜNCHEN, BSB : Cgm 23245	1	
TDRA000000000336	NIJMEGEN, UB : 205	22	1500
TDRA000000007459	OXFORD, BL : Dutch f 1	18	
TDRA000000006747	BALTIMORE, WAG : W. 190	1	14??
TDRA000000002521	SINT-PETERSBURG, BSS : Goll. O.I, 2	27	1470
TDRA000000004636	KOPENHAGEN, KB : Fabricius Oct. 96	4	1450/1500
TDRA000000006021	SPAAPEN (Zeist) : z.s.	12	
TDRA000000009306	Olim MÜNSTER, VGAW : 219	1	1500
TDRA000000001982	KEULEN, HA : W Sed. 39	15	
TDRA000000004144	BRUSSEL, KB : II 5049	2	1500
TDRA000000009460	WASHINGTON, LC : 63	1	14??
TDRA000000015061	WALTON (Covington, Virginia, USA) : A 2038	1	14??
TDRA000000005272	TILBURG, TF : TFK HS 11	1	1475/1500
TDRA000000003603	'S-GRAVENHAGE, KB : 74 H 31	24	1450/1475
TDRA000000001772	BRUSSEL, KB : IV 414	19	1460
TDRA000000014419	'S-GRAVENHAGE, KB : 74 G 37	1	1455
TDRA000000008024	OSNABRÜCK, NSA : Dep 58 d Nr. C IX	6	1425/1475
TDRA000000000478	UTRECHT, MCC : BMH 58	17	14??
TDRA000000015075	Olim VYT (Gent) : Cat. 1909-01-12	1	
TDRA000000004178	BRUSSEL, KB : II 5573	26	1523
TDRA000000003617	BRUSSEL, KB : 837-45	42	1465
TDRA000000000493	UTRECHT, MCC : BMH 93	1	1463
TDRA000000002284	AMSTERDAM, UB : I G 50	8	1470/1480
TDRA000000015920	Olim GRAFTON (Londen) : Cat. 66 nr.5	5	1465
TDRA000000015934	GILLÈS DE PÉLICHY (Izegem) : z.s.	1	14??
TDRA000000010694	WENEN, ONB : 1922	1	1550/1600
TDRA000000008965	PHILADELPHIA, MA : 45 65 4	1	
TDRA000000003830	BRUSSEL, KB : 11237	1	15??
TDRA000000004811	DARMSTADT, HLHB : 2693	1	
TDRA000000004805	DARMSTADT, HLHB : 1823	1	
TDRA000000006223	Olim LEUVEN, UB : 14 (verloren)	3	1450/1500
TDRA000000002045	DRESDEN, SL : M 285	8	1482
TDRA000000011039	BALTIMORE, WAG : W. 774	1	1460/1470
TDRA000000005058	KEULEN, HA : W 82	1	
TDRA000000012524	BRUSSEL, KB : II 158	1	1525/1550
TDRA000000007129	BRUSSEL, KB : 10773	1	14??
TDRA000000015505	STUTTGART, WLB : Brev. 70	1	1534/1537
TDRA000000005716	KAAPSTAD, NLSA : Grey 3 a 16	6	1400/1425
TDRA000000004408	LONDEN, BL : Add. 28686	4	1475/1500
TDRA000000011763	Olim CLAES (Antwerpen) : U 14	1	1575/1600
TDRA000000003401	'S-GRAVENHAGE, KB : 133 D 13	1	1524
TDRA000000016018	OSWALD (New York) : 16	1	1400/1425
TDRA000000015511	BRUSSEL, KB : 14719	1	15??
TDRA000000005931	LEEUWARDEN, FM : Stamnr. 2462 kast II B/3a	1	
TDRA000000003398	'S-GRAVENHAGE, KB : 133 F 11	1	1564
TDRA000000005925	BERNKASTEL-KUES, SNH : 116	15	1460/1470
TDRA000000011978	DUNEDIN, PL : Reed Fragment Collection 72	1	1300
TDRA000000013809	BRUGGE, GS : 66/35	1	1526
TDRA000000008597	BALTIMORE, WAG : W. 169	1	1420
TDRA000000011940	MÜNSTER, UB : N.R. 5507	1	1450/1475
TDRA000000014810	Olim SOTHEBY'S (Londen) : Cat. 1982-12-07, nr.77	1	1450/1500
TDRA000000009699	OXFORD, BL : Douce 110	1	1504
TDRA000000008587	LONDEN, BL : Sloane 2683	1	1390/1400
TDRA000000008593	LONDEN, BL : Loan 85/7	1	1400/1415
TDRA000000014804	KOPENHAGEN, KB : Thott 142 Oct.	1	1574
TDRA000000016020	PRATT (New York) : 4	1	1505
TDRA000000014637	KORTRIJK, SOB : 28	1	1500/1576
TDRA000000012520	ROUEN, BM : 3028	1	1500/1515
TDRA000000011029	BALTIMORE, WAG : W. 87	1	1310/1320
TDRA000000012534	LISSABON, MCG : LA 210	1	1526
TDRA000000004430	LONDEN, BL : Add. 39637	9	1450/1500
TDRA000000008222	'S-GRAVENHAGE, KB : 76 F 20	1	
TDRA000000006569	WENEN, ONB : 1938	1	1470/1480
TDRA000000005074	KEULEN, HA : GB Duod. 4	1	
TDRA000000015267	PHILADELPHIA, FL : Lewis European 99	1	1400/1425
TDRA000000016008	LEHMAN (New York) : D.11	1	1490
TDRA000000003363	'S-GRAVENHAGE, KB : 133 F 7	12	1450/1450
TDRA000000006794	MADRID, BN : 24-10	1	
TDRA000000008961	PHILADELPHIA, FL : XVIII.5-7	1	
TDRA000000001945	LEIDEN, UB : BPL 2473	31	1450/1500
TDRA000000000483	UTRECHT, MCC : BMH 63	17	1470/1490
TDRA000000015930	GENT, GS : z.s.	1	15??
TDRA000000015924	CAMBRIDGE, FM : 138	1	14??
TDRA000000004829	DARMSTADT, HLHB : 1095	1	1490
TDRA000000000497	UTRECHT, MCC : BMH 98	14	1500
TDRA000000005289	WOLFENBÜTTEL, HAB : 68.14 Aug. Oct.	1	
TDRA000000004197	BRUSSEL, KB : II 6402	1	14??
TDRA000000003808	BRUSSEL, KB : 10772	1	1440/1445
TDRA000000010874	BRUSSEL, KB : II 177	1	14??
TDRA000000004815	DARMSTADT, HLHB : 1860	1	1561
TDRA000000004626	KOPENHAGEN, KB : GKS 3422 Oct.	4	
TDRA000000006025	DE VRIES VAN DOESBURGH ('s-Gravenhage) : z.s.	10	1500/1653
TDRA000000002243	AMSTERDAM, UB : I G 34	13	1500/1525
TDRA000000004632	KOPENHAGEN, KB : NKS 42 Oct.	3	15??
TDRA000000015059	WALTON (Covington, Virginia, USA) : A 1806	1	1450
TDRA000000006743	WENEN, ONB : Series Nova 2844	1	1510
TDRA000000000332	NIJMEGEN, UB : 199	2	1520
TDRA000000009458	WASHINGTON, LC : 61	1	1470
TDRA000000008034	BRUSSEL, KB : IV 1247	5	1554
TDRA000000004168	BRUSSEL, KB : II 5367	1	1550
